PHI,T,P,NH3,H2,CH4,LBV,REF NO
1.2,736,1,0.3,0.14,0.56,138.27,14
1.2,646,1,0.1,0.18,0.72,139.32,14
1.2,473,1,0.4,0.6,0,140,57
1.2,689,1,0.2,0.16,0.64,142.73,14
1.2,298,1,0.2,0.8,0,143.07,118
1.2,750,1,0.3,0.14,0.56,143.65,13
1.2,550,1,0,0.4,0.6,143.77,125
1.2,750,1,0.3,0.14,0.56,144.1,13
1.2,703,1,0.2,0.16,0.64,148.45,14
1.2,550,1,0,0.5,0.5,166.56,125
1.2,750,1,0.2,0.16,0.64,167.3,13
1.2,750,1,0.1,0.18,0.72,186.53,13
1.2,350,1,0,0.9,0.1,222.55,100
1.2,300,5,0,1,0,225,80
1.2,298,1,0,1,0,232,63
1.2,300,3,0,1,0,235,80
1.2,300,2,0,1,0,244,80
1.2,298,1,0,1,0,251,65
1.2,298,1,0,1,0,252,78
1.2,303,1,0,1,0,252,104
1.2,300,1,0,1,0,254.98,100
1.2,298,5,0,1,0,255,63
1.2,298,1,0,1,0,255,79
1.2,300,1,0,1,0,255,80
1.2,298,1,0,1,0,256,73
1.2,298,1,0,1,0,261,61
1.2,298,1,0,1,0,276,68
1.2,298,5,0,1,0,279,79
1.2,298,1,0,1,0,290,64
1.2,298,1,0,1,0,291.67,95
0.9,373,1,1,0,0,8.23,57
1.2,350,1,0,1,0,304.43,74
1.2,298,1,0,1,0,307,67
1.2,350,2,0,1,0,310,80
1.2,298,1,0,1,0,317,69
1.2,450,1,0,0.9,0.1,334.87,90
1.2,450,1,0,0.9,0.1,337.5,90
1.2,373,1,0,1,0,339,104
1.2,450,1,0,0.9,0.1,339.29,90
1.2,400,2,0,1,0,340,80
1.2,450,2,0,1,0,365,80
1.2,443,1,0,1,0,435,104
1.21,298,1,0.55,0.46,0,27.3,53
1.21,550,1,0,0.3,0.7,130.36,125
0.9,423,1,1,0,0,10.9,57
0.9,473,1,1,0,0,12.9,57
1.22,298,1,0.62,0.39,0,23.1,53
0.9,298,1,1,0,0,4.3,61
0.9,298,1,1,0,0,5.14,62
0.9,360,1,1,0,0,8.17,62
0.9,423,1,1,0,0,11.3,62
1.22,298,1,0.5,0.5,0,45,53
1.22,298,1,0.4,0.6,0,74.3,53
0.9,298,1,1,0,0,5.26,118
0.9,313.15,1,1,0,0,5.26,122
0.9,333.15,1,1,0,0,6.39,122
0.9,353.15,1,1,0,0,7.55,122
0.9,373.15,1,1,0,0,8.58,122
0.9,298,3,1,0,0,4.08,124
0.9,298,2.5,1,0,0,4.37,124
0.9,298,2,1,0,0,4.63,124
1.24,298,1,0.64,0.2,0.16,17.52,15
0.9,298,1.5,1,0,0,5.07,124
0.9,298,1,1,0,0,5.32,124
1.24,298,1,0.48,0.2,0.32,23.04,15
1.24,298,1,0.32,0.2,0.48,28.38,15
1.24,298,1,0.48,0.4,0.12,30.24,15
1.24,298,1,0.16,0.2,0.64,33.76,15
1.24,298,1,0.36,0.4,0.24,36.41,15
1.24,298,1,0.24,0.4,0.36,42.26,15
1.24,298,1,0.12,0.4,0.48,48.76,15
1.24,298,1,0.46,0.55,0,56.1,53
0.93,298,1,1,0,0,5.71,44
0.94,298,1,1,0,0,5.44,40
0.94,298,1,1,0,0,6.39,44
0.95,298,1,1,0,0,6.02,41
0.95,295,1,1,0,0,5.84,48
1.25,298,1,0.85,0.15,0,9.22,55
1.25,298,1,0.75,0.25,0,13.1,55
1.25,298,1,0.65,0.35,0,19.4,55
0.95,298,1,1,0,0,5.5,55
1.25,298,1,0,0.2,0.8,22.08,74
1.25,298,1,0.6,0.4,0,24.8,55
0.95,298,1,1,0,0,5.53,44
0.98,298,1,1,0,0,6.07,44
1,298,1,1,0,0,6.17,15
1,298,1,1,0,0,6.22,15
1.25,298,1,0,0.1,0.9,31.74,98
1.25,298,1,0,0.05,0.95,32.38,98
1,298,1,1,0,0,6.53,17
1.25,298,1,0,0.15,0.85,34.29,98
1.25,298,1,0,0.05,0.95,34.7,98
1.25,298,1,0,0.05,0.95,36.3,74
1.25,298,1,0,0.2,0.8,36.34,74
1,473,3,1,0,0,11.2,17
1.25,298,1,0,0.35,0.65,39.8,112
1.25,298,1,0,0.1,0.9,39.9,112
1.25,298,1,0,0.2,0.8,39.9,112
1.25,298,1,0,0.3,0.7,41.05,112
1.25,298,3,0.4,0.6,0,42,56
1.25,298,1,0,0.35,0.65,43.51,112
1.25,298,1,0,0.4,0.6,45.87,112
1.25,298,1,0,0.3,0.7,46.1,112
1.25,298,1,0,0.4,0.6,52.6,96
1.25,298,1,0.4,0.6,0,61.1,56
1.25,298,1,0,0.5,0.5,63.2,103
1.25,298,1,0,0.6,0.4,77.8,109
1.25,298,1,0,0.67,0.33,93.4,109
1.25,298,1,0,1,0,251,71
1,473,1,1,0,0,16.1,17
1,298,5,1,0,0,3.91,39
1,298,3,1,0,0,4.7,39
1,298,1,1,0,0,6.94,39
1,298,1,1,0,0,6.4,40
1,298,1,1,0,0,6.55,45
1,303,1,1,0,0,5.96,49
1,400,5,1,0,0,7.06,50
1,400,3,1,0,0,8.04,50
1.27,298,1,0.4,0.6,0,70.5,53
1.27,373,1,0,0.5,0.5,87.4,109
1.28,298,1,0.55,0.46,0,26.3,53
1.29,298,1,0.62,0.39,0,21.5,53
1,500,5,1,0,0,11.58,50
1.29,550,1,0,0.1,0.9,91.11,125
1,400,1,1,0,0,12.45,50
1,500,3,1,0,0,14.06,50
1,500,1,1,0,0,19.7,50
1,298,1,1,0,0,6.39,53
1,298,5,1,0,0,3.88,54
1,298,3,1,0,0,4.49,54
1,298,1,1,0,0,6.12,55
1,298,1,1,0,0,6.52,57
1,323,1,1,0,0,7.73,57
1,373,1,1,0,0,10.3,57
1,423,1,1,0,0,13.7,57
1,473,1,1,0,0,16.1,57
1,298,1,1,0,0,6.6,61
1,298,1,1,0,0,6.11,62
1,323,1,1,0,0,7.86,62
1,348,1,1,0,0,9.24,62
1,360,1,1,0,0,10.09,62
1.3,298,5,0.8,0.2,0,6.41,121
1,373,1,1,0,0,11,62
1,398,1,1,0,0,12.23,62
1,423,1,1,0,0,12.79,62
1,298,1,1,0,0,6.82,118
1,313.15,1,1,0,0,7.23,122
1,333.15,1,1,0,0,8.3,122
1,353.15,1,1,0,0,9.5,122
1,373.15,1,1,0,0,10.71,122
1.3,298,3,0.8,0.2,0,7.66,121
1.3,298,5,0.7,0.3,0,7.75,60
1,423,1,1,0,0,13.7,123
1,298,3,1,0,0,4.61,124
1,298,2.5,1,0,0,4.96,124
1.3,298,1,0.85,0.15,0,8.27,55
1,298,2,1,0,0,5.06,124
1.3,323,1,0.95,0.05,0,8.43,57
1,298,1.5,1,0,0,6,124
1,298,1,1,0,0,6.21,124
1.01,298,1,1,0,0,6.98,41
1.03,298,1,1,0,0,6.83,44
1.04,298,1,1,0,0,7.18,44
1.05,295,1,1,0,0,7.44,48
1.05,298,1,1,0,0,6.38,55
1.3,300,5,0.3,0.14,0.56,9.35,13
1.3,343,5,0.7,0.3,0,9.45,60
1.3,343,5,0.7,0.3,0,9.5,60
1.3,300,5,0.2,0.16,0.64,9.6,13
1.06,298,1,1,0,0,6.96,40
1.06,298,1,1,0,0,7.71,41
1.3,300,5,0.1,0.18,0.72,10.91,13
1.3,298,3,0.7,0.3,0,11.2,60
1.3,298,1,0.8,0.2,0,11.24,121
1.06,298,1,1,0,0,6.68,44
1.1,298,1,1,0,0,6.24,15
1.1,298,1,1,0,0,6.32,15
1.1,298,1,1,0,0,7.57,17
1.3,393,5,0.7,0.3,0,11.9,60
1.3,393,5,0.7,0.3,0,12.1,60
1.3,298,1,0.75,0.25,0,12.2,55
1.3,373,1,0.95,0.05,0,12.2,57
1.3,298,5,0.6,0.4,0,12.3,56
1.1,473,10,1,0,0,7.68,17
1.1,473,7,1,0,0,10.9,17
1.3,343,3,0.7,0.3,0,13,60
1.1,473,5,1,0,0,13,17
1.1,473,3,1,0,0,15.2,17
1.1,473,1,1,0,0,18,17
1.1,298,5,1,0,0,4.87,39
1.3,298,3,0.6,0.4,0,15.7,56
1.3,393,3,0.7,0.3,0,15.9,60
1.3,443,5,0.7,0.3,0,16.1,60
1.3,423,1,0.95,0.05,0,16.2,57
1.1,298,3,1,0,0,6.41,39
1.1,298,1,1,0,0,6.75,39
1.1,298,1,1,0,0,6.4,44
1.1,298,1,1,0,0,8.21,45
1.3,298,1,0.7,0.3,0,16.63,62
1.3,300,1,0.3,0.14,0.56,18.07,13
1.3,473,3,0.9,0.1,0,18.1,17
1.3,298,1,0.65,0.35,0,18.1,55
1.1,298,1,1,0,0,7.18,47
1.3,473,1,0.95,0.05,0,19.2,17
1.3,473,1,0.95,0.05,0,19.3,57
1.3,443,3,0.7,0.3,0,20.3,60
1.3,298,1,0.7,0.3,0,20.8,57
1.3,323,1,0.7,0.3,0,21.1,57
1.1,295,1,1,0,0,7.82,48
1.3,360,1,0.7,0.3,0,22.42,62
1.3,473,1,0.9,0.1,0,22.6,17
1.3,298,1,0.6,0.4,0,22.8,55
1.1,303,1,1,0,0,7.89,49
1.3,300,1,0.2,0.16,0.64,23.25,13
1.3,303,1,0,0.1,0.9,23.25,94
1.3,298,1,0.6,0.4,0,23.7,56
1.3,300,1,0.1,0.18,0.72,23.87,13
1.3,343,1,0.7,0.3,0,24,60
1.1,400,5,1,0,0,8.72,50
1.1,400,3,1,0,0,10.23,50
1.1,400,1,1,0,0,13.55,50
1.1,500,5,1,0,0,14.45,50
1.1,500,3,1,0,0,16.76,50
1.3,373,1,0.7,0.3,0,26.1,57
1.3,298,1,0,0.1,0.9,26.59,98
1.3,393,1,0.7,0.3,0,27,60
1.1,500,1,1,0,0,21.35,50
1.1,298,1,1,0,0,7.03,53
1.1,298,1,1,0,0,6.34,55
1.3,298,1,0,0.2,0.8,27.92,98
1.3,298,1,0,0.05,0.95,28.33,98
1.3,300,1,0,0.1,0.9,29.11,125
1.1,298,1,1,0,0,7.53,57
1.1,323,1,1,0,0,9.2,57
1.1,373,1,1,0,0,11.7,57
1.3,423,1,0.7,0.3,0,29.51,62
1.1,423,1,1,0,0,15.3,57
1.3,323,1,0.6,0.4,0,29.7,57
1.3,298,1,0,0.15,0.85,29.79,98
1.3,298,1,0.6,0.4,0,30.1,57
1.3,473,1,0.8,0.2,0,30.5,17
1.3,298,1,0,0.2,0.8,30.66,98
1.3,300,1,0,0.2,0.8,30.68,125
1.3,443,1,0.7,0.3,0,31,60
1.3,298,1,0,0.05,0.95,31.2,98
1.1,473,1,1,0,0,18,57
1.3,298,2,0.5,0.5,0,32.3,59
1.3,423,1,0.7,0.3,0,32.4,57
1.3,298,1,0,0.05,0.95,32.5,98
1.1,298,1,1,0,0,7.2,61
1.3,298,1.5,0.5,0.5,0,33.1,59
1.1,298,1,1,0,0,7.36,62
1.3,298,1,0,0.35,0.65,34.85,98
1.1,360,1,1,0,0,10.82,62
1.3,298,1,0,0.3,0.7,35.27,74
1.3,300,1,0,0.3,0.7,36.09,125
1.3,298,1,0,0.1,0.9,36.3,74
1.3,298,1,0,0.2,0.8,36.3,74
1.3,323,1,0.5,0.5,0,36.8,57
1.1,423,1,1,0,0,14.48,62
1.3,298,1,0,0.35,0.65,37.43,74
1.3,298,3,0.4,0.6,0,39.1,56
1.3,298,1,0.5,0.5,0,39.1,57
1.3,373,1,0.6,0.4,0,39.2,57
1.3,298,1,0,0.35,0.65,39.4,112
1.3,298,1,0.5,0.5,0,39.4,59
1.3,298,1,0.5,0.5,0,40.2,53
1.3,298,1,0,0.4,0.6,40.3,112
1.3,360,1,0,0.1,0.9,40.34,101
1.3,473,1,0.7,0.3,0,40.8,17
1.3,473,1,0.7,0.3,0,40.8,57
1.3,298,1,0,0.4,0.6,40.85,112
1.1,298,1,1,0,0,6.82,118
1.3,300,1,0,0.4,0.6,41.38,125
1.3,298,1,0,0.3,0.7,41.5,81
1.1,313.15,3,1,0,0,6.35,122
1.1,313.15,2.5,1,0,0,6.93,122
1.3,423,1,0.6,0.4,0,46.8,57
1.3,298,1,0,0.4,0.6,47.4,112
1.3,300,1,0,0.5,0.5,47.78,101
1.1,440,1,0,0,1,75.96,93
1.1,313.15,2,1,0,0,7.61,122
1.3,360,1,0,0.2,0.8,48.56,101
1.3,300,1,0,0.5,0.5,49.91,101
1.3,300,1,0,0.5,0.5,50.06,125
1.3,298,1,0,0.5,0.5,53.23,96
1.1,333.15,3,1,0,0,7.65,122
1.3,303,1,0,0.5,0.5,55.48,96
1.2,440,1,0,0,1,68.9,93
1.3,298,1,0.4,0.6,0,57.3,56
1.3,373,1,0.5,0.5,0,57.5,57
1.1,333.15,2.5,1,0,0,7.92,122
1.3,298,1,0,0.5,0.5,59.1,103
1.3,473,1,0.6,0.4,0,59.5,57
1.3,298,1,0.4,0.6,0,62.3,57
1.3,323,1,0.4,0.6,0,65.8,57
1.3,423,1,0.5,0.5,0,69.9,57
1.3,360,1,0,0.5,0.5,70,107
1.3,750,5,0.3,0.14,0.56,70.55,13
1.3,360,1,0,0.5,0.5,73.21,109
1.3,298,1,0,0.6,0.4,74.1,109
1.3,750,5,0.2,0.16,0.64,81.3,13
1.1,313.15,1.5,1,0,0,8.05,122
1.3,373,1,0.4,0.6,0,88.5,57
1.3,298,1,0,0.67,0.33,88.6,109
1.1,333.15,2,1,0,0,8.39,122
1.3,473,1,0.5,0.5,0,92.1,57
1.3,750,5,0.1,0.18,0.72,97.99,13
1.3,440,1,0,0,1,47.99,93
1.3,440,1,0,0.5,0.5,103.54,113
1.3,550,1,0,0.2,0.8,103.84,125
1.3,423,1,0.4,0.6,0,104,57
1.3,550,1,0,0.4,0.6,128.98,125
1.3,473,1,0.4,0.6,0,131,57
1.3,750,1,0.3,0.14,0.56,135.9,13
1.3,750,1,0.2,0.16,0.64,150.61,13
1.3,550,1,0,0.5,0.5,151.77,125
1.3,750,1,0.1,0.18,0.72,177.2,13
1.3,300,1,0,1,0,267.23,100
1.3,298,1,0,1,0,267.4,79
1.3,298,1,0,1,0,268,73
1.3,298,1,0,1,0,294,66
1.3,298,1,0,1,0,327,67
1.3,298,1,0,1,0,333,69
1.3,450,1,0,0.9,0.1,338.82,90
1.3,450,1,0,0.9,0.1,342.22,90
1.3,373,1,0,1,0,358,79
1.3,443,1,0,1,0,468,79
1.3,303,1,0,0.2,0.8,26.92,98
1.3,303,1,0,0.3,0.7,33.58,98
1.3,303,1,0,0.4,0.6,39.25,112
1.3,303,1,0,0.5,0.5,55.12,96
1.3,303,1,0,0.6,0.4,61.09,103
1.3,303,1,0,0.7,0.3,89.12,109
1.3,303,1,0,0.8,0.2,133.68,113
1.3,303,1,0,0.9,0.1,194.76,100
1.3,303,1,0,1,0,265.91,100
1.1,353.15,3,1,0,0,8.54,122
1.1,313.15,1,1,0,0,8.6,122
1.31,298,1,0.4,0.6,0,66.9,53
1.31,550,1,0,0.3,0.7,115.57,125
1.31,298,1,0,1,0,263,77
1.32,298,1,0.67,0.33,0,14.7,53
1.1,333.15,1.5,1,0,0,9,122
1.33,373,1,0,0.5,0.5,77,109
1.1,353.15,2.5,1,0,0,9.13,122
1.1,353.15,2,1,0,0,9.44,122
1.1,333.15,1,1,0,0,9.74,122
1.1,373.15,3,1,0,0,9.91,122
1.1,353.15,1.5,1,0,0,10.38,122
1.1,373.15,2.5,1,0,0,10.46,122
1.1,373.15,2,1,0,0,10.83,122
1.35,298,1,0.85,0.15,0,7.57,55
1.35,298,1,0.75,0.25,0,11.2,55
1.1,353.15,1,1,0,0,10.88,122
1.35,298,1,0.65,0.35,0,16.8,55
1.1,373.15,1.5,1,0,0,11.43,122
1.1,373.15,1,1,0,0,12.03,122
1.35,298,1,0,0.1,0.9,20.59,95
1.35,298,1,0.6,0.4,0,21.1,55
1.1,298,3,1,0,0,4.97,124
1.35,298,1,0,0.05,0.95,23.94,110
1.35,298,1,0,0.2,0.8,24.34,102
1.1,298,2.5,1,0,0,5.41,124
1.35,298,1,0,0.15,0.85,25.18,82
1.35,298,1,0,0.05,0.95,26.7,98
1.35,298,1,0,0.05,0.95,27.9,98
1.35,298,1,0,0.3,0.7,28.62,98
1.35,298,1,0,0.35,0.65,29.56,98
1.35,298,1,0,0.1,0.9,31,98
1.35,298,1,0,0.2,0.8,31,98
1.35,298,1,0,0.35,0.65,31.81,98
1.35,298,1,0,0.4,0.6,34.4,98
1.35,298,1,0,0.3,0.7,36.5,74
1.35,298,1,0,0.4,0.6,40.5,112
1.35,300,1,0,0.5,0.5,43.03,101
1.35,300,1,0,0.5,0.5,44.02,101
1.35,298,1,0.46,0.55,0,49,53
1.35,298,1,0,0.6,0.4,68.3,105
1.35,298,1,0,0.67,0.33,83.5,109
1.35,298,1,0,1,0,252,71
1.1,298,2,1,0,0,5.78,124
1.1,298,1.5,1,0,0,6.16,124
1.1,298,1,1,0,0,6.68,124
1.12,298,1,1,0,0,6.57,42
1.12,298,1,1,0,0,6.92,40
1.37,298,1,0.5,0.5,0,36.6,53
1.37,298,1,0.4,0.6,0,62.5,53
1.37,373,1,0,0.5,0.5,67.73,105
1.12,298,1,1,0,0,7.2,41
1.12,298,1,1,0,0,8.15,43
1.13,298,1,1,0,0,6.95,44
1.15,298,1,1,0,0,6.65,44
1.4,298,1,0.85,0.15,0,7.05,55
1.4,300,5,0.3,0.14,0.56,7.54,13
1.4,300,5,0.2,0.16,0.64,7.92,13
1.4,300,5,0.1,0.18,0.72,8.66,13
1.15,298,1,1,0,0,6.81,47
1.15,295,1,1,0,0,7.58,48
1.4,373,1,0.95,0.05,0,9.82,57
1.4,298,1,0.8,0.2,0,10.14,118
1.4,298,1,0.75,0.25,0,10.2,55
1.4,298,5,0.6,0.4,0,10.3,58
1.4,298,5,0.6,0.4,0,10.8,56
1.15,298,1,1,0,0,6.04,55
1.15,298,1,1,0,0,6.9,61
1.18,298,1,1,0,0,6.08,40
1.4,423,1,0.95,0.05,0,12.8,57
1.4,300,1,0.3,0.14,0.56,13.46,13
1.19,298,1,1,0,0,6.38,41
1.4,298,1,0.7,0.3,0,13.7,62
1.4,298,3,0.6,0.4,0,14.1,56
1.19,298,1,1,0,0,5.69,44
1.4,300,1,0.1,0.18,0.72,15.39,13
1.2,298,1,1,0,0,5.45,15
1.4,298,1,0.65,0.35,0,15.5,55
1.4,298,1,0.7,0.3,0,15.76,118
1.4,300,1,0.2,0.16,0.64,16.08,13
1.2,298,1,1,0,0,5.5,15
1.4,473,1,0.95,0.05,0,16.2,17
1.4,473,3,0.9,0.1,0,16.2,17
1.4,298,1,0,0.1,0.9,16.22,112
1.4,298,1,0,0.2,0.8,16.25,112
1.4,473,1,0.95,0.05,0,16.4,57
1.4,298,1,0.7,0.3,0,17.2,57
1.4,323,1,0.7,0.3,0,17.5,57
1.2,473,3,1,0,0,15.1,17
1.4,473,1,0.9,0.1,0,19.3,17
1.4,360,1,0.7,0.3,0,19.51,62
1.4,298,1,0,0.2,0.8,19.51,74
1.4,298,1,0,0.05,0.95,19.55,74
1.4,298,1,0.6,0.4,0,19.7,55
1.4,298,1,0.6,0.4,0,19.7,58
1.4,298,1,0,0.15,0.85,20.11,95
1.2,473,1,1,0,0,17.8,17
1.4,298,1,0.6,0.4,0,20.5,56
1.2,298,5,1,0,0,4.41,39
1.2,298,3,1,0,0,5.03,39
1.4,298,1,0,0.05,0.95,22.2,74
1.4,298,1,0,0.3,0.7,22.51,74
1.4,298,1,0.6,0.4,0,22.56,118
1.4,373,1,0.7,0.3,0,22.7,57
1.4,298,1,0,0.05,0.95,23.2,97
1.4,298,1,0,0.35,0.65,24.38,102
1.4,323,1,0.6,0.4,0,25.5,57
1.4,298,1,0,0.4,0.6,25.88,87
1.4,298,1,0,0.1,0.9,25.9,74
1.4,298,1,0,0.2,0.8,25.9,87
1.4,298,1,0,0.35,0.65,26.22,98
1.4,423,1,0.7,0.3,0,26.23,62
1.4,298,1,0,0.35,0.65,26.52,98
1.4,298,1,0.6,0.4,0,26.8,57
1.4,360,1,0,0.1,0.9,26.89,98
1.4,473,1,0.8,0.2,0,27.4,17
1.4,298,2,0.5,0.5,0,27.8,59
1.4,360,1,0,0.1,0.9,27.9,98
1.4,298,1.5,0.5,0.5,0,28.1,59
1.4,298,1,0,0.4,0.6,28.19,98
1.4,423,1,0.7,0.3,0,29.1,57
1.4,303,1,0,0.4,0.6,29.9,98
1.4,360,1,0,0.2,0.8,30.1,98
1.4,298,1,0,0.3,0.7,30.6,98
1.4,298,1,0.5,0.5,0,30.94,118
1.4,298,1,0.5,0.5,0,31.9,57
1.4,298,3,0.4,0.6,0,33.1,56
1.4,373,1,0.6,0.4,0,33.6,57
1.4,298,1,0.5,0.5,0,34,59
1.4,298,1,0,0.4,0.6,34.5,98
1.4,360,1,0,0.2,0.8,35.51,74
1.4,300,1,0,0.5,0.5,35.9,74
1.4,473,1,0.7,0.3,0,36.5,57
1.4,473,1,0.7,0.3,0,36.6,17
1.4,300,1,0,0.5,0.5,37.11,74
1.4,298,1,0,0.5,0.5,38.41,119
1.4,303,1,0,0.5,0.5,39.96,112
1.4,303,1,0,0.5,0.5,40.65,112
1.4,423,1,0.6,0.4,0,42.5,57
1.4,303,1,0,0.6,0.4,43.84,112
1.4,323,1,0.5,0.5,0,44.6,57
1.4,298,1,0,0.5,0.5,44.7,112
1.4,298,1,0.4,0.6,0,50,56
1.4,373,1,0.5,0.5,0,50.3,57
1.4,298,1,0,0.5,0.5,50.74,88
1.4,473,1,0.6,0.4,0,52.9,57
1.4,298,1,0.4,0.6,0,53.6,57
1.4,298,1,0.4,0.6,0,53.78,118
1.4,360,1,0,0.5,0.5,54.55,96
1.4,423,1,0.5,0.5,0,57.5,57
1.4,750,5,0.3,0.14,0.56,60.08,13
1.4,298,1,0,0.6,0.4,61.9,103
1.4,750,5,0.2,0.16,0.64,64.61,13
1.4,323,1,0.4,0.6,0,71.4,57
1.4,750,5,0.1,0.18,0.72,71.68,13
1.4,303,1,0,0.7,0.3,72.59,109
1.4,298,1,0,0.67,0.33,77.3,109
1.4,373,1,0.4,0.6,0,80.4,57
1.4,473,1,0.5,0.5,0,85.8,57
1.4,423,1,0.4,0.6,0,102,57
1.4,750,1,0.3,0.14,0.56,121.19,13
1.4,303,1,0,0.8,0.2,122.18,113
1.4,750,1,0.2,0.16,0.64,125.71,13
1.4,473,1,0.4,0.6,0,127,57
1.4,750,1,0.1,0.18,0.72,157.68,13
1.4,298,1,0.2,0.8,0,161.99,118
1.4,303,1,0,0.9,0.1,199.08,100
1.4,298,1,0,1,0,252,70
1.4,300,5,0,1,0,257,80
1.4,300,3,0,1,0,267,80
1.4,298,1,0,1,0,270,73
1.4,300,1,0,1,0,274.9,100
1.4,298,1,0,1,0,275,79
1.4,300,2,0,1,0,277,80
1.4,298,2,0,1,0,278,70
1.4,298,1,0,1,0,278,78
1.4,298,3,0,1,0,279,70
1.4,303,1,0,1,0,279,104
1.4,303,1,0,1,0,281.01,114
1.4,300,1,0,1,0,287,80
1.4,298,1,0,1,0,309,68
1.4,298,1,0,1,0,323,64
1.4,298,1,0,1,0,323.82,74
1.2,298,1,1,0,0,5.44,39
1.4,350,2,0,1,0,338,80
1.4,298,1,0,1,0,339,67
1.4,450,1,0,0.9,0.1,339.47,90
1.4,298,1,0,1,0,342,69
1.4,450,1,0,0.9,0.1,342.41,90
1.4,373,1,0,1,0,373,104
1.4,400,2,0,1,0,387,80
1.4,373,5,0,1,0,410,79
1.4,450,2,0,1,0,411,80
1.4,443,1,0,1,0,477,104
1.2,298,1,1,0,0,7.54,45
1.2,298,1,1,0,0,6.54,47
1.2,295,1,1,0,0,7,48
1.2,303,1,1,0,0,6.54,49
1.2,400,5,1,0,0,8.24,50
1.2,400,3,1,0,0,9.75,50
1.2,400,1,1,0,0,12.55,50
1.2,500,5,1,0,0,13.81,50
1.2,500,3,1,0,0,16.22,50
1.2,500,1,1,0,0,21.17,50
1.2,298,1,1,0,0,6.09,53
1.2,298,1,1,0,0,5.46,55
1.2,323,1,1,0,0,8.3,57
1.2,373,1,1,0,0,11.5,57
1.2,423,1,1,0,0,14.7,57
1.2,473,1,1,0,0,17.7,57
1.2,298,1,1,0,0,6.5,61
1.2,298,1,1,0,0,6.31,62
1.2,360,1,1,0,0,9.8,62
1.2,423,1,1,0,0,13.21,62
1.2,298,1,1,0,0,5.43,118
1.2,313.15,1,1,0,0,7.75,122
1.2,333.15,1,1,0,0,8.79,122
1.2,353.15,1,1,0,0,9.99,122
1.2,373.15,1,1,0,0,11.19,122
1.2,298,3,1,0,0,4.71,124
1.45,298,1,0.75,0.25,0,9.28,55
1.2,298,2,1,0,0,5.05,124
1.2,298,2.5,1,0,0,5.06,124
1.2,298,1.5,1,0,0,5.24,124
1.2,298,1,1,0,0,5.52,124
1.45,298,1,0,0.1,0.9,14.15,83
1.45,298,1,0.65,0.35,0,14.4,55
1.22,298,1,1,0,0,4.95,44
1.22,298,1,1,0,0,5.5,44
1.23,298,1,1,0,0,5.21,44
1.45,298,1,0,0.2,0.8,15.87,112
1.45,298,1,0,0.05,0.95,16.28,112
1.45,298,1,0.6,0.4,0,18.3,55
1.45,298,1,0,0.3,0.7,18.54,90
1.45,298,1,0,0.05,0.95,19,90
1.45,298,1,0,0.35,0.65,19.54,74
1.45,298,1,0,0.1,0.9,21.5,74
1.45,298,1,0,0.2,0.8,21.5,74
1.45,298,1,0,0.35,0.65,22.46,74
1.45,298,1,0,0.4,0.6,23.25,94
1.45,298,1,0,0.3,0.7,25.4,82
1.45,298,1,0,0.4,0.6,28.1,98
1.45,298,1,0,0.5,0.5,36.8,74
1.45,298,1,0,0.6,0.4,53.5,96
1.45,298,1,0,0.67,0.33,69.7,107
1.25,298,1,1,0,0,5.16,41
1.47,298,1,0,1,0,267,71
1.25,298,1,1,0,0,6.75,43
1.25,298,1,1,0,0,4.31,44
1.25,298,1,1,0,0,4.72,44
1.25,298,1,1,0,0,4.88,55
1.26,298,1,1,0,0,4.01,44
1.26,298,1,1,0,0,4.47,44
1.3,473,3,1,0,0,13.5,17
1.5,298,1,0,0.2,0.8,8.38,112
1.5,298,1,0.75,0.25,0,8.46,55
1.5,298,5,0.6,0.4,0,9.4,56
1.3,473,1,1,0,0,16.5,17
1.5,298,1,0,0.1,0.9,10.16,112
1.3,298,1,1,0,0,5.99,45
1.5,298,1.5,0.67,0.33,0,11,61
1.3,298,1,1,0,0,4.84,53
1.5,298,3,0.6,0.4,0,12,56
1.5,298,1,0,0.1,0.9,12.01,108
1.3,373,1,1,0,0,9.2,57
1.5,298,1,0.67,0.33,0,13,61
1.3,423,1,1,0,0,12.7,57
1.5,298,1,0.65,0.35,0,13.3,55
1.5,298,1,0,0.2,0.8,13.4,83
1.3,473,1,1,0,0,16.4,57
1.3,298,1,1,0,0,5.24,62
1.5,298,1,0,0.4,0.6,13.87,83
1.5,298,1,0,0.05,0.95,14.4,112
1.5,298,1,0,0.05,0.95,15,112
1.5,298,1,0,0.35,0.65,15.37,112
1.5,298,1,0,0.3,0.7,15.86,112
1.5,298,1,0.6,0.4,0,16.8,56
1.5,298,1,0.6,0.4,0,16.9,55
1.5,298,1,0,0.4,0.6,19.07,90
1.3,360,1,1,0,0,8.11,62
1.5,298,1.5,0.5,0.5,0,21,61
1.5,298,1,0,0.3,0.7,21.1,95
1.5,298,1,0,0.4,0.6,22.1,74
1.5,298,1,0,0.5,0.5,23.59,94
1.5,298,1,0.5,0.5,0,24,61
1.5,360,1,0,0.2,0.8,24.47,87
1.3,423,1,1,0,0,11.4,62
1.5,298,3,0.4,0.6,0,28.9,56
1.5,298,1,0,0.5,0.5,29.7,98
1.5,298,1,0.4,0.6,0,35,61
1.5,360,1,0,0.5,0.5,35.5,74
1.5,360,1,0,0.5,0.5,39.9,101
